Virus,VirusGenus,VirusFamily,VirusOrder,VirusClass
American bison gammaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Amga orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Amphisbaenian adenovirus 1,,Adenoviridae,Rowavirales,Tectiliviricetes
Amphisbaenian parvovirus AGY1,,Parvoviridae,Piccovirales,Quintoviricetes
Ampivirus A,Ampivirus,Picornaviridae,Picornavirales,Pisoniviricetes
Amsterdam virus,,,,
Amundsen virus,,,,
Amur virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
ANAJ Hantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Anatid alphaherpesvirus 1,Mardivirus,Herpesviridae,Herpesvirales,Herviviricetes
Andes orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Anelloviridae sp.,,Anelloviridae,,
Anellovirus cya/2019,,Anelloviridae,,
Anellovirus cyb/2019,,Anelloviridae,,
Anellovirus cyc/2019,,Anelloviridae,,
Anellovirus fur seal/AAUST58/BR/2012,,Anelloviridae,,
Anellovirus fur seal/AAUST59/BR/2012,,Anelloviridae,,
Anellovirus fur seal/AAUST60/BR/2012,,Anelloviridae,,
Anellovirus fur seal/AAUST62/BR/2012,,Anelloviridae,,
Anellovirus fur seal/ATROP52/BR/2012,,Anelloviridae,,
Anellovirus fur seal/ATROP72/BR/2012,,Anelloviridae,,
Anhanga phlebovirus,Phlebovirus,Phenuiviridae,Bunyavirales,Ellioviricetes
Anlong Ms bat coronavirus,Alphacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Anolis adenovirus 1,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis adenovirus 2,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis carolinensis ranavirus,Ranavirus,Iridoviridae,Pimascovirales,Megaviricetes
Anolis sagrei adenovirus 1,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis sagrei adenovirus 2,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis sagrei adenovirus 3,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis sagrei adenovirus 4,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis sagrei adenovirus 5,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis sagrei adenovirus 6,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis sagrei adenovirus 7,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis sagrei adenovirus 8,,Adenoviridae,Rowavirales,Tectiliviricetes
Anolis sagrei ranavirus,Ranavirus,Iridoviridae,Pimascovirales,Megaviricetes
Anoura geoffroyi gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Anoura geoffroyi gammaherpesvirus A,,Herpesviridae,Herpesvirales,Herviviricetes
Anser anser polyomavirus 1,Gammapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Anser cygnoides coronavirus,Deltacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Anseriform dependoparvovirus 1,Dependoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Antarctic picorna-like virus,,,Picornavirales,Pisoniviricetes
Antarctic virus 1_I_CPGEORsw001Ad,,,,
Antarctic virus 1_I_CPGEORsw002Ad,,,,
Antarctic virus 1_II_CPGEORsw003Ad,,,,
Antarctic virus 1_II_CPGEORsw003Ch,,,,
Antarctic virus 2_I_GPYANKsw001Ad,,,,
Antarctic virus 2_I_GPYANKsw001Ch,,,,
Antarctic virus 2_I_GPYANKsw002Ad,,,,
Antarctic virus 2_I_GPYANKsw003Ad,,,,
Antarctic virus 2_I_GPYANKsw004Ad,,,,
Antarctic virus 3_I_CPHALFsw004Ad,,,,
Antarctic virus 3_II_CPHALFsw005Ad,,,,
Antarctic virus 3_III_KPSTAsw010Ad,,,,
Antarctic virus 3_III_KPSTAsw014Ch,,,,
Antarctic virus 3_III_KPSTAsw016Ch,,,,
Antarctic virus 3_III_KPSTAsw018Ch,,,,
Antarctic virus 3_III_KPSTAsw019Ch,,,,
Antarctic virus 3_IV_KPSTAsw015Ch,,,,
Antarctic virus 3_V_CPHALFsw003Ad,,,,
Antarctic virus 4_I_KPSTAsw001Ad,,,,
Antarctic virus 4_I_KPSTAsw002Ad,,,,
Antarctic virus 4_I_KPSTAsw008Ad,,,,
Antarctic virus 4_I_KPSTAsw009Ad,,,,
Antarctic virus 4_I_KPSTAsw010Ad,,,,
Antarctic virus 4_II_KPSTAsw004Ad,,,,
Antarctic virus 4_II_KPSTAsw014Ch,,,,
Antarctic virus 4_II_KPSTAsw015Ch,,,,
Antarctic virus 4_II_KPSTAsw016Ch,,,,
Antarctic virus 4_II_KPSTAsw017Ch,,,,
Antarctic virus 4_II_KPSTAsw018Ch,,,,
Antarctic virus 4_II_KPSTAsw019Ch,,,,
Antarctic virus 5_I_KPSTAsw001Ad,,,,
Antarctic virus 5_I_KPSTAsw002Ad,,,,
Antarctic virus 5_I_KPSTAsw004Ad,,,,
Antarctic virus 5_I_KPSTAsw008Ad,,,,
Antarctic virus 5_I_KPSTAsw009Ad,,,,
Antarctic virus 5_I_KPSTAsw018Ch,,,,
Antarctic virus 5_I_KPSTAsw020Ch,,,,
Antarctic virus 6_I_APBOOTsw001Ad,,,,
Antarctic virus 6_I_APBOOTsw001Ch,,,,
Aotine betaherpesvirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Aotus nancymaae cytomegalovirus,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Aotus vociferans cytomegalovirus,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Aoudad malignant catarrhal fever virus,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Ape Aime-Itapua virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Aplomado falcon AAV1,Dependoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Aplomado falcon AAV2,Dependoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Apodemus agrarius picornavirus,,,Picornavirales,Pisoniviricetes
Apodemus agrarius rhadinovirus 1,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Apodemus flavicollis cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Apodemus flavicollis cytomegalovirus 2,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Apodemus flavicollis cytomegalovirus 3,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Apodemus flavicollis polyomavirus 1,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Apodemus flavicollis rhadinovirus 1,Rhadinovirus,Herpesviridae,Herpesvirales,Herviviricetes
Apodemus peninsulae coronavirus,Betacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Apodemus sylvaticus cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Apore mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
APSE phage Eptesicus fuscus/P5/IT/USA/2009,,,,
Apteryx rowi circovirus-like virus,,Circoviridae,Cirlivirales,Arfiviricetes
Aquamavirus A,Aquamavirus,Picornaviridae,Picornavirales,Pisoniviricetes
Arabis mosaic virus,Nepovirus,Secoviridae,Picornavirales,Pisoniviricetes
Araguari virus,Thogotovirus,Orthomyxoviridae,Articulavirales,Insthoviricetes
Araucaria virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Aravan lyssavirus,Lyssavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
Arctic fox amdovirus,Amdoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Arenaviridae sp.,,Arenaviridae,Bunyavirales,Ellioviricetes
Arenavirus DX1401,,Arenaviridae,Bunyavirales,Ellioviricetes
Arenavirus H0030026,,Arenaviridae,Bunyavirales,Ellioviricetes
Arenavirus H0030028,,Arenaviridae,Bunyavirales,Ellioviricetes
Arenavirus Lemniscomys/F4-8/TZA/2008,,Arenaviridae,Bunyavirales,Ellioviricetes
Arenavirus Mus/TZ22285/TZA/2008,,Arenaviridae,Bunyavirales,Ellioviricetes
Arenavirus sp.,,Arenaviridae,Bunyavirales,Ellioviricetes
Argentinian mammarenavirus,Mammarenavirus,Arenaviridae,Bunyavirales,Ellioviricetes
Aroa virus,Flavivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Artemyev virus,,,,
Arteriviridae sp.,,Arteriviridae,Nidovirales,Pisoniviricetes
Artibeus jamaicensis parvovirus 1,,Parvoviridae,Piccovirales,Quintoviricetes
Artibeus lituratus adenovirus,,Adenoviridae,Rowavirales,Tectiliviricetes
Artibeus lituratus betaherpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Artibeus lituratus papillomavirus,,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Artibeus lituratus parvovirus,,Parvoviridae,Piccovirales,Quintoviricetes
Artibeus planirostris gammaherpesvirus 1,,Herpesviridae,Herpesvirales,Herviviricetes
Artibeus planirostris papillomavirus,,Papillomaviridae,Zurhausenvirales,Papovaviricetes
Artibeus planirostris polyomavirus 1,Betapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Artibeus planirostris polyomavirus 2,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Artibeus planirostris polyomavirus 3,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Artybash virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Arumowot phlebovirus,Phlebovirus,Phenuiviridae,Bunyavirales,Ellioviricetes
Arvicola terrestris cytomegalovirus 1,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Asama orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Aselliscus stoliczkanus polyomavirus 1,,Polyomaviridae,Sepolyvirales,Papovaviricetes
ASFV-like virus WU,,Asfarviridae,Asfuvirales,Pokkesviricetes
Ash River virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Ashy storm petrel gyrovirus,Gyrovirus,Anelloviridae,,
Asian elephant endotheliolytic herpesvirus,,Herpesviridae,Herpesvirales,Herviviricetes
Asikkala orthohantavirus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Asinine herpesvirus 5,,Herpesviridae,Herpesvirales,Herviviricetes
Asio otus herpesvirus,,,Herpesvirales,Herviviricetes
Astroviridae sp.,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus 2010_Msc_17636_VA3/HMO,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus 2010_Msc_18001_MLB,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus AstV_Rat1,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus AstV_Rat4,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BAstV/B122/HUN/2013,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BAstV/B14/HUN/2012,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BAstV/B23/HUN/2012,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BAstV/Bb1/HUN/2013,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BAstV/BS50/HUN/2013,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BAstV/M24/HUN/2012,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BAstV/M44/HUN/2013,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BAstV/V9/HUN/2013,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BatAstV M.bech/GER,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BatAstV M.daub/GER,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BatAstV M.nat/GER,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus BatAstV P.aur/GER,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus black-naped monarch/Cambodia/2010,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus CDB-2012,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus deer/CcAstV-1/DNK/2010,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus deer/CcAstV-2/DNK/2010,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus dogfaeces/Bari,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus dogfaeces/Bari/2008,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus Er/BMTK529/HUN/2011,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus Er/SZAL6/HUN/2011,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus GAB 438,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus HK-2014,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus human/SZ908/China/2008,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus MLB1,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus MLB2,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus MLB3,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus Mnd-139,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus Mnd-27,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus Mnd-36,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PgAstV-1,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PgAstV-2,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PgAstV-3,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PgAstV-4,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PgAstV-5,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PgAstV-7,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PgAstV-8,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-111,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-112,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-113,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-117,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-118,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-122,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-125,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-126,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-127,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-128,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus PREDICT MAstV-137,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus Pygoscelis/DT/2012,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus rabbit/Nausica/2008/ITA,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus rat/RS116/HKG/2007,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus rat/RS118/HKG/2007,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus rat/RS122/HKG/2007,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus rat/RS126/HKG/2007,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus rat/RS297/HKG/2008,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus rat/RS299/HKG/2008,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus sp.,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV10-4/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV11-2/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV12-3/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV12-4/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV13-1/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV14-4/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV15-2/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV15-6/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV16-2/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV17-4/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAStV18-5/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV19-3/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV2-2/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV20-5/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV7-2/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus swine/PoAstV7-3/Canada/2006,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus VA1/HMO-C,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus VA3,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus VA4,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus VA5,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus VA6,,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus wild boar/WBAstV-1/2011/HUN,Mamastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Astrovirus YN12018/CHN/2012,,Astroviridae,Stellavirales,Stelpaviricetes
Asturias virus,Orthohantavirus,Hantaviridae,Bunyavirales,Ellioviricetes
Atadenovirus sp.,Atadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Ateles belzebuth Lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Ateles fusciceps Lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Ateles geoffroyi Lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Ateles paniscus cytomegalovirus,Cytomegalovirus,Herpesviridae,Herpesvirales,Herviviricetes
Ateles paniscus lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,Herviviricetes
Ateles paniscus polyomavirus 1,Alphapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Atypical cytopathic virus,,Herpesviridae,Herpesvirales,Herviviricetes
Atypical porcine pestivirus,Pestivirus,Flaviviridae,Amarillovirales,Flasuviricetes
Australian bat lyssavirus,Lyssavirus,Rhabdoviridae,Mononegavirales,Monjiviricetes
Australian shelduck avian sapelovirus,Sapelovirus,Picornaviridae,Picornavirales,Pisoniviricetes
Australian treefrog circovirus,,Circoviridae,Cirlivirales,Arfiviricetes
Avastrovirus 1,Avastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Avastrovirus 2,Avastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Avastrovirus 3,Avastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Avastrovirus guineafowl/ITA/2010/Bari-ELVA,Avastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Aveparvovirus sp.,Aveparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Averyanov virus,,,,
Aves polyomavirus 1,Gammapolyomavirus,Polyomaviridae,Sepolyvirales,Papovaviricetes
Aviadenovirus KLC-2015,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Aviadenovirus sp.,Aviadenovirus,Adenoviridae,Rowavirales,Tectiliviricetes
Avian bornavirus,,Bornaviridae,Mononegavirales,Monjiviricetes
Avian coronavirus,Gammacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Avian coronavirus MW05,Deltacoronavirus,Coronaviridae,Nidovirales,Pisoniviricetes
Avian dependoparvovirus 1,Dependoparvovirus,Parvoviridae,Piccovirales,Quintoviricetes
Avian endogenous retrovirus EAV-HP,,Retroviridae,Ortervirales,Revtraviricetes
Avian endogenous virus,Alpharetrovirus,Retroviridae,Ortervirales,Revtraviricetes
Avian gyrovirus 13,Gyrovirus,Anelloviridae,,
Avian gyrovirus 2,Gyrovirus,Anelloviridae,,
Avian leukosis virus,Alpharetrovirus,Retroviridae,Ortervirales,Revtraviricetes
Avian metaavulavirus 11,Metaavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian metaavulavirus 15,Metaavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian metaavulavirus 2,Metaavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian metaavulavirus 20,Metaavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian metaavulavirus 5,Metaavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian metaavulavirus 6,Metaavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian metaavulavirus 8,Metaavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian metapneumovirus,Metapneumovirus,Pneumoviridae,Mononegavirales,Monjiviricetes
Avian myeloblastosis-associated virus,Alpharetrovirus,Retroviridae,Ortervirales,Revtraviricetes
Avian nephritis virus,Avastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Avian nephritis virus 3,Avastrovirus,Astroviridae,Stellavirales,Stelpaviricetes
Avian orthoavulavirus 1,Orthoavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian orthoavulavirus 13,Orthoavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian orthoavulavirus 16,Orthoavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian orthoavulavirus 17,Orthoavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian orthoavulavirus 18,Orthoavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian orthoavulavirus 19,Orthoavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian orthoavulavirus 9,Orthoavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian orthoreovirus,Orthoreovirus,Reoviridae,Reovirales,Resentoviricetes
Avian paraavulavirus 3,Paraavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian paraavulavirus 4,Paraavulavirus,Paramyxoviridae,Mononegavirales,Monjiviricetes
Avian picobirnavirus GI,Picobirnavirus,Picobirnaviridae,Durnavirales,Duplopiviricetes
Avian polyomavirus,,Polyomaviridae,Sepolyvirales,Papovaviricetes
Avian retrovirus,Alpharetrovirus,Retroviridae,Ortervirales,Revtraviricetes
Avian rotavirus turkey/Minnesota/B1001/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1002/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1003/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1004/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1006/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1009/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1010/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1012/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1013/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1014/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1015/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1016/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1017/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1019/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1020/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1021/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B1023/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B2004/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B2031/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B2032/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B2036/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B2039/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B3003/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B3004/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B3005/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
Avian rotavirus turkey/Minnesota/B3006/2008,Rotavirus,Reoviridae,Reovirales,Resentoviricetes
