Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
agapornis fischeri,beak and feather disease virus,NA,NA,NA,TRUE,agapornis,psittacidae,psittaciformes,aves,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK803407,2019,11,2,2018,5,2
agapornis nigrigenis,beak and feather disease virus,NA,NA,NA,TRUE,agapornis,psittacidae,psittaciformes,aves,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY450442,2004,8,15,NA,NA,NA
agapornis personatus,aves polyomavirus 1,NA,NA,NA,TRUE,agapornis,psittacidae,psittaciformes,aves,NA,NA,gammapolyomavirus,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF054321,1998,4,1,NA,NA,NA
agapornis personatus,psittaciform 1 orthobornavirus,NA,NA,NA,TRUE,agapornis,psittacidae,psittaciformes,aves,NA,NA,orthobornavirus,bornaviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK736767,2019,10,14,2017,11,NA
agapornis roseicollis,beak and feather disease virus,NA,NA,NA,TRUE,agapornis,psittacidae,psittaciformes,aves,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF311296,2000,11,7,NA,NA,NA
agelaius phoeniceus,eastern equine encephalitis virus,NA,NA,NA,TRUE,agelaius,icteridae,passeriformes,aves,NA,NA,alphavirus,togaviridae,martellivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX000079,2016,4,6,2003,9,24
agelaius phoeniceus,flanders hapavirus,NA,NA,NA,TRUE,agelaius,icteridae,passeriformes,aves,NA,NA,hapavirus,rhabdoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF028675,2013,9,22,1963,NA,NA
agelaius phoeniceus,west nile virus,NA,NA,NA,TRUE,agelaius,icteridae,passeriformes,aves,NA,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF631161,2008,5,31,2005,8,28
agropsar sturninus,influenza a virus,NA,NA,NA,TRUE,agropsar,sturnidae,passeriformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,CY036178,2008,11,12,2007,NA,NA
ailuropoda melanoleuca,ailuropoda melanoleuca polyomavirus 1,NA,NA,NA,TRUE,ailuropoda,ursidae,carnivora,mammalia,NA,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY612371,2017,7,8,2016,NA,NA
ailuropoda melanoleuca,alphacoronavirus 1,NA,NA,NA,TRUE,ailuropoda,ursidae,carnivora,mammalia,NA,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY436635,2003,11,5,NA,NA,NA
ailuropoda melanoleuca,canine morbillivirus,NA,NA,NA,TRUE,ailuropoda,ursidae,carnivora,mammalia,NA,NA,morbillivirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF178038,1999,9,13,NA,NA,NA
ailuropoda melanoleuca,influenza a virus,NA,NA,NA,TRUE,ailuropoda,ursidae,carnivora,mammalia,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF277197,2014,2,10,2009,11,NA
ailuropoda melanoleuca,rotavirus a,NA,NA,NA,TRUE,ailuropoda,ursidae,carnivora,mammalia,NA,NA,rotavirus,reoviridae,reovirales,resentoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU188281,2009,12,9,2009,10,NA
ailurus fulgens,amdoparvovirus sp.,NA,NA,NA,TRUE,ailurus,ailuridae,carnivora,mammalia,NA,NA,amdoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT878839,2016,10,31,2015,6,1
ailurus fulgens,canine morbillivirus,NA,NA,NA,TRUE,ailurus,ailuridae,carnivora,mammalia,NA,NA,morbillivirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF178039,1999,9,13,NA,NA,NA
ailurus fulgens,carnivore protoparvovirus 1,NA,NA,NA,TRUE,ailurus,ailuridae,carnivora,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,DQ354068,2007,1,1,2004,11,NA
ailurus fulgens,cowpox virus,NA,NA,NA,TRUE,ailurus,ailuridae,carnivora,mammalia,NA,NA,orthopoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY902261,2005,12,31,NA,NA,NA
ailurus fulgens,lesser panda anellovirus,NA,NA,NA,TRUE,ailurus,ailuridae,carnivora,mammalia,NA,NA,NA,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX611132,2018,6,24,NA,NA,NA
ailurus fulgens,mammalian orthorubulavirus 5,NA,NA,NA,TRUE,ailurus,ailuridae,carnivora,mammalia,NA,NA,orthorubulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX100034,2016,5,9,2015,12,22
ailurus fulgens,polyomavirus sp.,NA,NA,NA,TRUE,ailurus,ailuridae,carnivora,mammalia,NA,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT878838,2016,10,31,2015,6,1
aix galericulata,avian orthoavulavirus 1,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,orthoavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF592503,2007,5,15,NA,NA,NA
aix galericulata,avian paraavulavirus 4,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,paraavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG456866,2018,8,27,2013,1,7
aix galericulata,duck hepatitis b virus,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,avihepadnavirus,hepadnaviridae,blubervirales,revtraviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY494849,2004,1,14,NA,NA,NA
aix galericulata,fowl aviadenovirus c,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,aviadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MK650165,2019,7,3,2016,NA,NA
aix galericulata,influenza a virus,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF699672,2011,3,28,2010,12,29
aix sponsa,avian orthoavulavirus 1,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,orthoavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF564962,2007,10,30,2002,NA,NA
aix sponsa,avian paraavulavirus 4,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,paraavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT732334,2016,3,12,2005,11,19
aix sponsa,avipoxvirus isolate wisconsin,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC017910,2013,2,20,1991,9,23
aix sponsa,avipoxvirus sp.,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH175227,2018,12,22,2001,NA,NA
aix sponsa,influenza a virus,NA,NA,NA,TRUE,aix,anatidae,anseriformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,CY053325,2009,12,14,2004,NA,NA
akodon azarae,andes orthohantavirus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AF028028,1997,12,1,NA,NA,NA
akodon azarae,pixuna virus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,alphavirus,togaviridae,martellivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC262272,2014,1,4,1991,NA,NA
akodon azarae,rio negro virus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,alphavirus,togaviridae,martellivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC262265,2014,1,4,1991,NA,NA
akodon cursor,hantavirus ac210py,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU373732,2008,1,23,NA,NA,NA
akodon cursor,juquitiba virus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY053842,2017,10,7,2015,6,NA
akodon cursor,mamastrovirus sp.,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY054445,2020,2,24,2009,5,18
akodon cursor,rodent torque teno virus 3,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,NA,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF541392,2017,11,21,2009,5,18
akodon montensis,akodon montensis polyomavirus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MH118578,2018,8,7,2008,NA,NA
akodon montensis,andes orthohantavirus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF495338,2007,4,21,NA,NA,NA
akodon montensis,ape aime-itapua virus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU205340,2009,12,20,NA,NA,NA
akodon montensis,hantavirus 2063 biritiba mirim,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ402975,2009,1,20,2003,7,NA
akodon montensis,hantavirus 2071 biritiba mirim,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ402982,2009,1,20,2003,7,NA
akodon montensis,hantavirus akm6266,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU370072,2010,2,6,2005,12,NA
akodon montensis,hantavirus akm6903,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,GU370071,2010,2,6,2004,11,NA
akodon montensis,hantavirus akomo/rpr/07-10027/bra/2006,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ409558,2009,8,13,2006,11,NA
akodon montensis,hantavirus akomo/rpr/07-10028/bra/2006,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,FJ409559,2009,8,13,2006,11,NA
akodon montensis,hantavirus strain akm6943,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM582091,2010,11,3,2004,11,NA
akodon montensis,itapua hantavirus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY515594,2004,2,2,NA,NA,NA
akodon montensis,jabora virus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EF492471,2007,4,17,NA,NA,NA
akodon montensis,rodent protoparvovirus 3,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,protoparvovirus,parvoviridae,piccovirales,quintoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG745675,2018,7,13,2009,NA,NA
akodon montensis,rodent torque teno virus 3,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,NA,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF541374,2017,11,21,2013,NA,NA
akodon montensis,rodent torque teno virus 4,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,NA,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF541395,2017,11,21,2008,NA,NA
akodon montensis,rodent torque teno virus 5,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,NA,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF541377,2017,11,21,2013,NA,NA
akodon montensis,rodent torque teno virus 7,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,NA,anelloviridae,NA,NA,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MF541388,2017,11,21,2013,NA,NA
akodon paranaensis,araucaria virus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN252309,2012,8,12,2010,3,NA
akodon paranaensis,jabora virus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN232079,2011,12,7,2006,7,NA
akodon serrensis,hantavirus rpr/09-12460,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ337904,2011,11,4,2009,11,NA
akodon simulator,laguna negra orthohantavirus,NA,NA,NA,TRUE,akodon,cricetidae,rodentia,mammalia,NA,NA,orthohantavirus,hantaviridae,bunyavirales,ellioviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX891633,2013,1,7,2000,5,31
alcelaphus buselaphus,foot-and-mouth disease virus,NA,NA,NA,TRUE,alcelaphus,bovidae,artiodactyla,mammalia,NA,NA,aphthovirus,picornaviridae,picornavirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KR188458,2015,7,15,2010,1,15
alces alces,alces alces faeces associated circular virus mp65,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,NA,genomoviridae,geplafuvirales,repensiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG641189,2018,7,14,2016,3,22
alces alces,alces alces faeces associated genomovirus mp111,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,NA,genomoviridae,geplafuvirales,repensiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG641205,2018,7,14,2016,3,22
alces alces,alces alces faeces associated genomovirus mp146,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,NA,genomoviridae,geplafuvirales,repensiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG641206,2018,7,14,2016,3,22
alces alces,alces alces faeces associated genomovirus mp157,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,NA,genomoviridae,geplafuvirales,repensiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG641207,2018,7,14,2016,3,22
alces alces,alces alces faeces associated genomovirus mp43,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,NA,genomoviridae,geplafuvirales,repensiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG641202,2018,7,14,2016,3,22
alces alces,alces alces faeces associated genomovirus mp68,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,NA,genomoviridae,geplafuvirales,repensiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG641203,2018,7,14,2016,3,22
alces alces,alces alces faeces associated genomovirus mp84,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,NA,genomoviridae,geplafuvirales,repensiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG641204,2018,7,14,2016,3,22
alces alces,alces alces faeces associated smacovirus mp78,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,porprismacovirus,smacoviridae,cremevirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG641190,2018,7,14,2016,3,22
alces alces,caprine gammaherpesvirus 2,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,macavirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM216452,2011,3,1,2009,NA,NA
alces alces,deer atadenovirus a,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,atadenovirus,adenoviridae,rowavirales,tectiliviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY468404,2017,8,23,2010,2,NA
alces alces,orthohepevirus a,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,orthohepevirus,hepeviridae,hepelivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KF951328,2013,12,22,2012,NA,NA
alces alces,ovine gammaherpesvirus 2,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,macavirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HM216430,2011,3,1,2007,NA,NA
alces americanus,moosepox virus goldygopher14,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,cervidpoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,MG751778,2019,1,25,2014,NA,NA
alces americanus,orthohepevirus a,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,orthohepevirus,hepeviridae,hepelivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KX757862,2016,10,5,2014,3,3
alces americanus,ovine gammaherpesvirus 2,NA,NA,NA,TRUE,alces,cervidae,artiodactyla,mammalia,NA,NA,macavirus,herpesviridae,herpesvirales,herviviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,EU078708,2008,9,1,NA,NA,NA
alectoris chukar,avian orthoavulavirus 1,NA,NA,NA,TRUE,alectoris,phasianidae,galliformes,aves,NA,NA,orthoavulavirus,paramyxoviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JN942100,2012,2,6,2000,NA,NA
alectoris chukar,influenza a virus,NA,NA,NA,TRUE,alectoris,phasianidae,galliformes,aves,NA,NA,alphainfluenzavirus,orthomyxoviridae,articulavirales,insthoviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,AY300976,2003,6,15,1998,NA,NA
alectoris graeca,highlands j virus,NA,NA,NA,TRUE,alectoris,phasianidae,galliformes,aves,NA,NA,alphavirus,togaviridae,martellivirales,alsuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KT429026,2016,6,12,1965,NA,NA
alectoris rufa,avipoxvirus isolate spain,NA,NA,NA,TRUE,alectoris,phasianidae,galliformes,aves,NA,NA,avipoxvirus,poxviridae,chitovirales,pokkesviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KC017892,2013,2,20,2000,12,17
alectoris rufa,bagaza virus,NA,NA,NA,TRUE,alectoris,phasianidae,galliformes,aves,NA,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,HQ644143,2011,6,20,2010,NA,NA
alectoris rufa,usutu virus,NA,NA,NA,TRUE,alectoris,phasianidae,galliformes,aves,NA,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JF834660,2011,10,11,2010,8,21
alisterus amboinensis,psittaciform 1 orthobornavirus,NA,NA,NA,TRUE,alisterus,psittacidae,psittaciformes,aves,NA,NA,orthobornavirus,bornaviridae,mononegavirales,monjiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KU748808,2016,8,29,2015,NA,NA
alisterus scapularis,beak and feather disease virus,NA,NA,NA,TRUE,alisterus,psittacidae,psittaciformes,aves,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,JX221029,2013,1,20,2008,3,4
allactaga sibirica,rodent associated circovirus 4,NA,NA,NA,TRUE,allactaga,dipodidae,rodentia,mammalia,NA,NA,circovirus,circoviridae,cirlivirales,arfiviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY370029,2017,12,31,2014,5,NA
allactaga sibirica,rodent coronavirus,NA,NA,NA,TRUE,allactaga,dipodidae,rodentia,mammalia,NA,NA,NA,coronaviridae,nidovirales,pisoniviricetes,NA,FALSE,FALSE,PCR/Sequencing,GenBank,GenBank,Jan2021FlatFile,NA,NA,NA,KY370044,2017,12,31,2014,5,NA
