Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,VirusFlagContaminant,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay,VirusIntermediate
hipposideros caffer,polyomavirus predict_pyv-25,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-25,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463273, MK463279, MK463280, MK463281, MK463282, MK463283, MK463284, MK463285, MK463291, MK463292, MK463293, MK463294, MK463295, MK463301, MK463302, MK463303, MK463304, MK463305, MK463306, MK463307, MK463308, MK463309, MK463310, MK463311, MK463312, MK463313, MK463324, MK463325, MK463326, MK463327, MK463328, MK463329, MK463330, MK463331, MK463332, MK463162, MK463163, MK463164, MK463314, MK463315, MK463316, MK463317, MK463318, MK463319, MK463320, MK463321, MK463322, MK463323, MK463170, MK463171, MK463172, MK463173, MK463174, MK463175, MK463176, MK463177, MK463178, MK463179",2021,3,9,2009,1,1,PREDICT_PyV-25
hipposideros gigas,predict_flavi-3,105273,NA,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros gigas,NA,flavivirus,flaviviridae,amarillovirales,flasuviricetes,PREDICT_Flavi-3,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,1,1,PREDICT_Flavi-3
hipposideros gigas,polyomavirus predict_pyv-14,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros gigas,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-14,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK463274,2021,3,9,2009,1,1,PREDICT_PyV-14
hipposideros gigas,polyomavirus predict_pyv-25,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros gigas,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-25,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463275, MK463276, MK463277, MK463278, MK463334, MK463335, MK463336, MK463337, MK463338, MK463339, MK463340, MK463341, MK463342, MK463348, MK463349, MK463350, MK463351, MK463352, MK463333",2021,3,9,2009,1,1,PREDICT_PyV-25
hipposideros gigas,polyomavirus predict_pyv-9,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros gigas,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-9,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463286, MK463287, MK463288, MK463289, MK463290, MK463343, MK463344, MK463345, MK463346, MK463347",2021,3,9,2009,1,1,PREDICT_PyV-9
pteropus giganteus,bat adenovirus 1,105273,2711011,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,Bat adenovirus -1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692430,2021,3,9,2009,1,1,Bat adenovirus -1
pteropus giganteus,predict_adv-4,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-4,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692420,2021,3,9,2009,1,1,PREDICT_AdV-4
pteropus giganteus,predict_adv-5,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-5,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692421,2021,3,9,2009,1,1,PREDICT_AdV-5
pteropus giganteus,predict_hv-8,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-8,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2009,1,1,PREDICT_HV-8
scotophilus nux,coronavirus predict cov-33,105273,64320,TRUE,TRUE,scotophilus,vespertilionidae,chiroptera,mammalia,Scotophilus nux,Scotophilus nigrita nux,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-33,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284947,2021,3,9,2009,1,1,PREDICT_CoV-33
uranomys ruddi,adenovirus predict_adv-24,105273,64320,TRUE,TRUE,uranomys,muridae,rodentia,mammalia,Uranomys ruddi,"Uranomys acomyoides, Uranomys foxi, Uranomys oweni, Uranomys ugandae",NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-24,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325783,2021,3,9,2009,1,1,PREDICT_AdV-24
hipposideros caffer,adenovirus predict_adv-36,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-36,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325784,2021,3,9,2009,2,1,PREDICT_AdV-36
hipposideros caffer,adenovirus predict_adv-48,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-48,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK325785, MK325786",2021,3,9,2009,2,1,PREDICT_AdV-48
hipposideros caffer,polyomavirus predict_pyv-14,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-14,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463197, MK463198, MK463199, MK463200, MK463202, MK463203, MK463204, MK463205, MK463206, MK463217, MK463219, MK463220, MK463221, MK463222",2021,3,9,2009,2,1,PREDICT_PyV-14
hipposideros caffer,polyomavirus predict_pyv-24,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-24,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK463201,2021,3,9,2009,2,1,PREDICT_PyV-24
hipposideros caffer,polyomavirus predict_pyv-25,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-25,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463188, MK463196, MK463207, MK463208, MK463209, MK463210, MK463211, MK463212, MK463213, MK463214, MK463215, MK463216, MK463223, MK463224, MK463225, MK463226, MK463227",2021,3,9,2009,2,1,PREDICT_PyV-25
hipposideros gigas,bat paramyxovirus rou_aeg/gb09164/gab/200,105273,693997,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros gigas,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,Bat Paramyxovirus Rou_aeg/GB09164/GAB/200,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,2,1,Bat Paramyxovirus Rou_aeg/GB09164/GAB/200
rousettus aegyptiacus,bat paramyxovirus rou_aeg/gb09164/gab/200,105273,693997,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,paramyxoviridae,mononegavirales,monjiviricetes,Bat Paramyxovirus Rou_aeg/GB09164/GAB/200,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,2,1,Bat Paramyxovirus Rou_aeg/GB09164/GAB/200
rousettus aegyptiacus,predict_flavi-2,105273,NA,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,flavivirus,flaviviridae,amarillovirales,flasuviricetes,PREDICT_Flavi-2,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,2,1,PREDICT_Flavi-2
rousettus aegyptiacus,polyomavirus predict_pyv-24,105273,64320,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-24,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463194, MK463195, MK463218, MK463228, MK463229",2021,3,9,2009,2,1,PREDICT_PyV-24
rousettus aegyptiacus,polyomavirus predict_pyv-9,105273,64320,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-9,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463158, MK463159, MK463189, MK463190, MK463191, MK463192, MK463193, MK463230, MK463231, MK463134, MK463135, MK463147, MK463148, MK463149, MK463150, MK463151, MK463152, MK463153, MK463154, MK463155, MK463156, MK463157, MK463136, MK463137, MK463138, MK463139, MK463140, MK463141, MK463142, MK463143, MK463144, MK463145, MK463146",2021,3,9,2009,2,1,PREDICT_PyV-9
NA,predict_hv-47,9376,NA,TRUE,FALSE,NA,soricidae,eulipotyphla,mammalia,Soricidae,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-47,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,2,1,PREDICT_HV-47
hipposideros caffer,predict_pyv-12,105273,NA,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-12,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,3,1,PREDICT_PyV-12
hipposideros caffer,predict_pyv-13,105273,NA,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-13,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,3,1,PREDICT_PyV-13
hipposideros caffer,predict_pyv-14,105273,NA,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-14,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,3,1,PREDICT_PyV-14
mops condylurus,chaerephon polyomavirus 1,105273,1276181,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,Chaerephon Polyomavirus 1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,3,1,Chaerephon Polyomavirus 1
mops condylurus,paramyxovirus predict_pmv-15,105273,64320,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops condylurus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-15,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963803,2021,3,9,2009,3,1,PREDICT_PMV-15
mops demonstrator,adenovirus predict_adv-37,105273,64320,TRUE,TRUE,mops,molossidae,chiroptera,mammalia,Mops demonstrator,Nyctinomus demonstrator,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-37,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325787,2021,3,9,2009,3,1,PREDICT_AdV-37
neoromicia tenuipinnis,adenovirus predict_adv-34,105273,64320,TRUE,TRUE,neoromicia,vespertilionidae,chiroptera,mammalia,Neoromicia tenuipinnis,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-34,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK325788, MK325789, MK325790",2021,3,9,2009,3,1,PREDICT_AdV-34
rhinolophus alcyone,adenovirus predict_adv-35,105273,64320,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus alcyone,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-35,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325791,2021,3,9,2009,3,1,PREDICT_AdV-35
rousettus aegyptiacus,predict_pyv-14,105273,NA,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-14,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,3,1,PREDICT_PyV-14
rousettus aegyptiacus,predict_pyv-16,105273,NA,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-16,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,3,1,PREDICT_PyV-16
rousettus aegyptiacus,predict_pyv-9,105273,NA,TRUE,FALSE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-9,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,3,1,PREDICT_PyV-9
hipposideros caffer,polyomavirus predict_pyv-14,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-14,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463182, MK463183, MK463184, MK463237, MK463248, MK463249, MK463250, MK463251, MK463252, MK463253, MK463254, MK463255, MK463238, MK463239, MK463240, MK463241, MK463242, MK463243, MK463244, MK463245, MK463246, MK463247",2021,3,9,2009,4,1,PREDICT_PyV-14
hipposideros caffer,polyomavirus predict_pyv-24,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-24,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463269, MK463270, MK463266, MK463267, MK463268",2021,3,9,2009,4,1,PREDICT_PyV-24
hipposideros caffer,polyomavirus predict_pyv-25,105273,64320,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros caffer,"Rhinolophus caffer, Phyllorhina angolensis, Hipposideros nanus, Hipposideros caffer caffer, Hipposideros caffer angolensis, Hipposideros caffer nanus",NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-25,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463185, MK463186, MK463187, MK463232, MK463233, MK463234, MK463235, MK463236, MK463256, MK463257, MK463258, MK463259, MK463260, MK463261, MK463262, MK463263, MK463264, MK463265, MK463271, MK463272",2021,3,9,2009,4,1,PREDICT_PyV-25
miniopterus inflatus,bat paramyxovirus rou_aeg/gb09164/gab/200,105273,693997,TRUE,FALSE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus inflatus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,Bat Paramyxovirus Rou_aeg/GB09164/GAB/200,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,4,1,Bat Paramyxovirus Rou_aeg/GB09164/GAB/200
NA,adenovirus predict_adv-19,10111,64320,TRUE,TRUE,praomys,muridae,rodentia,mammalia,Praomys sp.,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-19,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325792,2021,3,9,2009,4,1,PREDICT_AdV-19
NA,predict_pox-1,10111,NA,TRUE,FALSE,praomys,muridae,rodentia,mammalia,Praomys sp.,NA,NA,poxviridae,chitovirales,pokkesviricetes,PREDICT_Pox-1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,4,1,PREDICT_Pox-1
rousettus aegyptiacus,polyomavirus predict_pyv-24,105273,64320,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-24,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463356, MK463357, MK463358, MK463359, MK463360",2021,3,9,2009,4,1,PREDICT_PyV-24
rousettus aegyptiacus,polyomavirus predict_pyv-9,105273,64320,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus aegyptiacus,Rousettus egyptiacus,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-9,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK463365, MK463353, MK463354, MK463355, MK463361, MK463362, MK463363, MK463364",2021,3,9,2009,4,1,PREDICT_PyV-9
akodon cursor,predict_mastv-10,105273,NA,TRUE,FALSE,akodon,cricetidae,rodentia,mammalia,Akodon cursor,NA,mamastrovirus,astroviridae,stellavirales,stelpaviricetes,PREDICT_MAstV-10,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"KY054445, KY054446, KY054447",2021,3,9,2009,5,1,PREDICT_MAstV-10
dasymys rufulus,adenovirus predict_adv-22,105273,64320,TRUE,TRUE,dasymys,muridae,rodentia,mammalia,Dasymys rufulus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-22,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325795,2021,3,9,2009,5,1,PREDICT_AdV-22
dasymys rufulus,adenovirus predict_adv-44,105273,64320,TRUE,TRUE,dasymys,muridae,rodentia,mammalia,Dasymys rufulus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-44,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK325797, MK325798",2021,3,9,2009,5,1,PREDICT_AdV-44
dasymys rufulus,adenovirus predict_adv-51,105273,64320,TRUE,TRUE,dasymys,muridae,rodentia,mammalia,Dasymys rufulus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-51,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325796,2021,3,9,2009,5,1,PREDICT_AdV-51
miniopterus inflatus,predict_pyv-15,105273,NA,TRUE,FALSE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus inflatus,NA,NA,polyomaviridae,sepolyvirales,papovaviricetes,PREDICT_PyV-15,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,5,1,PREDICT_PyV-15
mus musculus,adenovirus predict_adv-20,105273,64320,TRUE,TRUE,mus,muridae,rodentia,mammalia,Mus musculus,"Mus molossinus, Mus nordmanni, Mus musculus cinereomaculatus, Mus bactrianus tantillus, Mus musculus varius, Mus molossinus yonakuni",NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-20,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325793,2021,3,9,2009,5,1,PREDICT_AdV-20
NA,adenovirus predict_adv-44,10111,64320,TRUE,TRUE,praomys,muridae,rodentia,mammalia,Praomys sp.,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-44,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,MK325794,2021,3,9,2009,5,1,PREDICT_AdV-44
pteropus giganteus,bat adenovirus 1,105273,2711011,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,Bat adenovirus -1,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692430,2021,3,9,2009,5,1,Bat adenovirus -1
pteropus giganteus,primate bocaparvovirus 2,105273,573977,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,bocaparvovirus,parvoviridae,piccovirales,quintoviricetes,Human Bocavirus-2,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692451,2021,3,9,2009,5,1,Human Bocavirus-2
pteropus giganteus,nipah henipavirus,105273,121791,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,henipavirus,paramyxoviridae,mononegavirales,monjiviricetes,Nipah Virus,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,"MK995287, MK995288",2021,3,9,2009,5,1,Nipah Virus
pteropus giganteus,predict_adv-3,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-3,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692419,2021,3,9,2009,5,1,PREDICT_AdV-3
pteropus giganteus,predict_adv-7,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-7,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692423,2021,3,9,2009,5,1,PREDICT_AdV-7
pteropus giganteus,predict_adv-8,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-8,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692424,2021,3,9,2009,5,1,PREDICT_AdV-8
pteropus giganteus,predict_adv-9,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,adenoviridae,rowavirales,tectiliviricetes,PREDICT_AdV-9,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692425,2021,3,9,2009,5,1,PREDICT_AdV-9
pteropus giganteus,coronavirus pgcov-1,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-16,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692415,2021,3,9,2009,5,1,PREDICT_CoV-16
pteropus giganteus,coronavirus pgcov-2,105273,64320,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-17,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692416,2021,3,9,2009,5,1,PREDICT_CoV-17
pteropus giganteus,predict_hv-10,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-10,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692441,2021,3,9,2009,5,1,PREDICT_HV-10
pteropus giganteus,predict_hv-11,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-11,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692440,2021,3,9,2009,5,1,PREDICT_HV-11
pteropus giganteus,predict_hv-12,105273,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,herviviricetes,PREDICT_HV-12,FALSE,NA,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692438,2021,3,9,2009,5,1,PREDICT_HV-12
