Host,Virus,HostTaxID,VirusTaxID,HostNCBIResolved,VirusNCBIResolved,HostGenus,HostFamily,HostOrder,HostClass,HostOriginal,HostSynonyms,VirusGenus,VirusFamily,VirusOrder,VirusClass,VirusOriginal,HostFlagID,DetectionMethod,DetectionOriginal,Database,DatabaseVersion,PublicationYear,ReferenceText,PMID,NCBIAccession,ReleaseYear,ReleaseMonth,ReleaseDay,CollectionYear,CollectionMonth,CollectionDay
coleura afra,paramyxovirus predict_pmv-18,907075,1647218,TRUE,TRUE,coleura,emballonuridae,chiroptera,mammalia,Coleura afra,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-18,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963865,2021,3,9,2012,10,1
hipposideros lekaguli,paramyxovirus predict_pmv-14,1207989,1647214,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros lekaguli,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-14,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963878,2021,3,9,2012,5,1
hipposideros lekaguli,paramyxovirus predict_pmv-14,1207989,1647214,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros lekaguli,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-14,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963879,2021,3,9,2012,5,1
hipposideros lekaguli,paramyxovirus predict_pmv-17,1207989,1647217,TRUE,TRUE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros lekaguli,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-17,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KP963880,2021,3,9,2012,5,1
chlorocebus tantalus,papiine gammaherpesvirus 1,60712,106332,TRUE,TRUE,chlorocebus,cercopithecidae,primates,mammalia,Chlorocebus tantalus,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Cercopithecine herpesvirus 12,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,1,1
gorilla gorilla,gorilla lymphocryptovirus 1,9593,137878,TRUE,TRUE,gorilla,hominidae,primates,mammalia,Gorilla gorilla,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Gorilla lymphocryptovirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,1,1
cynopterus sphinx,coronavirus predict cov-24,9400,2042551,TRUE,TRUE,cynopterus,pteropodidae,chiroptera,mammalia,Cynopterus sphinx,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-24,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285738,2021,3,9,2011,9,1
hipposideros lekaguli,predict_cov-24,1207989,NA,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros lekaguli,NA,NA,coronaviridae,nidovirales,NA,PREDICT_CoV-24,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,5,1
cynopterus brachyotis,coronavirus predict cov-24,58060,2042551,TRUE,TRUE,cynopterus,pteropodidae,chiroptera,mammalia,Cynopterus brachyotis,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-24,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285051,2021,3,9,2011,3,1
triaenops persicus,coronavirus predict cov-21,329870,2042548,TRUE,TRUE,triaenops,rhinonycteridae,chiroptera,mammalia,Triaenops persicus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-21,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284930,2021,3,9,2012,7,1
triaenops persicus,coronavirus predict cov-21,329870,2042548,TRUE,TRUE,triaenops,rhinonycteridae,chiroptera,mammalia,Triaenops persicus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-21,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286248,2021,3,9,2012,7,1
NA,coronavirus predict cov-22,29075,2042549,TRUE,TRUE,macroglossus,pteropodidae,chiroptera,mammalia,Macroglossus sp.,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-22,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285759,2021,3,9,2013,11,1
NA,coronavirus predict cov-22,29075,2042549,TRUE,TRUE,macroglossus,pteropodidae,chiroptera,mammalia,Macroglossus sp.,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-22,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285760,2021,3,9,2013,11,1
hipposideros lekaguli,predict_cov-22,1207989,NA,TRUE,FALSE,hipposideros,hipposideridae,chiroptera,mammalia,Hipposideros lekaguli,NA,NA,coronaviridae,nidovirales,NA,PREDICT_CoV-22,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,5,1
eonycteris spelaea,coronavirus predict cov-22,58065,2042549,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,PREDICT_CoV-22,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284906,2021,3,9,2011,2,1
eonycteris spelaea,predict_cov-22,58065,NA,TRUE,FALSE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,NA,NA,coronaviridae,nidovirales,NA,PREDICT_CoV-22,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2016,5,1
eonycteris spelaea,predict_cov-22,58065,NA,TRUE,FALSE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,NA,NA,coronaviridae,nidovirales,NA,PREDICT_CoV-22,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2015,10,1
eonycteris spelaea,rousettus bat coronavirus hku9,58065,694006,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284908,2021,3,9,2011,8,1
rousettus leschenaultii,rousettus bat coronavirus hku9,9408,694006,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus leschenaultii,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284909,2021,3,9,2011,8,1
rousettus amplexicaudatus,rousettus bat coronavirus hku9,58083,694006,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus amplexicaudatus,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284910,2021,3,9,2011,8,1
NA,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus sp.,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX286294,2021,3,9,2012,6,1
NA,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus sp.,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284902,2021,3,9,2011,2,1
NA,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus sp.,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284903,2021,3,9,2011,2,1
NA,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus sp.,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284904,2021,3,9,2011,2,1
NA,rousettus bat coronavirus hku9,9406,694006,TRUE,TRUE,rousettus,pteropodidae,chiroptera,mammalia,Rousettus sp.,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284905,2021,3,9,2011,2,1
eonycteris spelaea,rousettus bat coronavirus hku9,58065,694006,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284911,2021,3,9,2011,8,1
eonycteris spelaea,rousettus bat coronavirus hku9,58065,694006,TRUE,TRUE,eonycteris,pteropodidae,chiroptera,mammalia,Eonycteris spelaea,NA,betacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX284912,2021,3,9,2011,8,1
miniopterus magnater,bat coronavirus 1,438766,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285451,2021,3,9,2013,11,1
rhinolophus coelophyllus,bat coronavirus 1,867891,2042696,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus coelophyllus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285452,2021,3,9,2013,11,1
rhinolophus coelophyllus,bat coronavirus 1,867891,2042696,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus coelophyllus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285453,2021,3,9,2013,11,1
miniopterus magnater,bat coronavirus 1,438766,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285454,2021,3,9,2013,11,1
miniopterus magnater,bat coronavirus 1,438766,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285455,2021,3,9,2013,11,1
miniopterus magnater,bat coronavirus 1,438766,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285456,2021,3,9,2013,11,1
miniopterus magnater,bat coronavirus 1,438766,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285457,2021,3,9,2013,11,1
miniopterus magnater,bat coronavirus 1,438766,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285458,2021,3,9,2013,11,1
miniopterus magnater,bat coronavirus 1,438766,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285459,2021,3,9,2013,11,1
miniopterus magnater,bat coronavirus 1,438766,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus magnater,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285460,2021,3,9,2013,11,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285132,2021,3,9,2011,4,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285123,2021,3,9,2010,12,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285129,2021,3,9,2011,4,1
myotis ricketti,bat coronavirus 1,203696,2042696,TRUE,TRUE,myotis,vespertilionidae,chiroptera,mammalia,Myotis ricketti,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285141,2021,3,9,2013,2,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285170,2021,3,9,2013,4,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285171,2021,3,9,2013,4,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285172,2021,3,9,2013,4,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285173,2021,3,9,2013,4,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285174,2021,3,9,2013,4,1
miniopterus schreibersii,bat coronavirus 1,9433,2042696,TRUE,TRUE,miniopterus,vespertilionidae,chiroptera,mammalia,Miniopterus schreibersii,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat Coronavirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KX285175,2021,3,9,2013,4,1
rhinolophus affinis,rhinolophus bat coronavirus hku2,59477,693998,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus affinis,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,7,1
rhinolophus sinicus,rhinolophus bat coronavirus hku2,89399,693998,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2017,8,1
rhinolophus thomasi,rhinolophus bat coronavirus hku2,476589,693998,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus thomasi,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,TRUE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2018,5,1
rhinolophus sinicus,rhinolophus bat coronavirus hku2,89399,693998,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2016,5,1
rhinolophus pusillus,rhinolophus bat coronavirus hku2,159858,693998,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus pusillus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2016,6,1
rhinolophus sinicus,rhinolophus bat coronavirus hku2,89399,693998,TRUE,TRUE,rhinolophus,rhinolophidae,chiroptera,mammalia,Rhinolophus sinicus,NA,alphacoronavirus,coronaviridae,nidovirales,pisoniviricetes,strain of Bat coronavirus HKU2,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2017,4,1
pteropus giganteus,predict_hv-8,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-8,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2009,1,1
pteropus giganteus,predict_hv-8,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-8,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2007,2,1
pteropus giganteus,predict_hv-8,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-8,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2009,8,1
pteropus giganteus,predict_hv-8,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-8,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2009,5,1
pteropus giganteus,predict_hv-8,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-8,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2009,11,1
pteropus giganteus,predict_hv-8,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-8,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2010,6,1
pteropus giganteus,predict_hv-8,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-8,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2006,1,1
pteropus giganteus,predict_hv-8,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-8,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692444,2021,3,9,2010,1,1
pteropus giganteus,predict_hv-9,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692442,2021,3,9,2010,6,1
pteropus giganteus,predict_hv-10,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-10,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692441,2021,3,9,2010,6,1
pteropus giganteus,predict_hv-10,143291,NA,TRUE,FALSE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-10,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692441,2021,3,9,2006,1,1
papio hamadryas,predict_hv-27,9557,NA,TRUE,FALSE,papio,cercopithecidae,primates,mammalia,Papio hamadryas,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-27,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2011,1,1
cercopithecus nictitans,predict_hv-27,36228,NA,TRUE,FALSE,cercopithecus,cercopithecidae,primates,mammalia,Cercopithecus nictitans,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-27,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,5,1
lophocebus albigena,predict_hv-24,75567,NA,TRUE,FALSE,lophocebus,cercopithecidae,primates,mammalia,Lophocebus albigena,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-24,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2012,8,1
pongo pygmaeus,predict_hv-26,9600,NA,TRUE,FALSE,pongo,hominidae,primates,mammalia,Pongo pygmaeus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-26,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,1,1
pongo pygmaeus,predict_hv-23,9600,NA,TRUE,FALSE,pongo,hominidae,primates,mammalia,Pongo pygmaeus,NA,NA,herpesviridae,herpesvirales,NA,PREDICT_HV-23,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2013,1,1
pteropus giganteus,paramyxovirus pgpmv-6,143291,1403213,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692408,2021,3,9,2007,8,1
pteropus giganteus,paramyxovirus pgpmv-6,143291,1403213,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692408,2021,3,9,2006,1,1
pteropus giganteus,paramyxovirus pgpmv-6,143291,1403213,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692408,2021,3,9,2009,8,1
pteropus giganteus,paramyxovirus pgpmv-6,143291,1403213,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692408,2021,3,9,2009,5,1
pteropus giganteus,paramyxovirus pgpmv-6,143291,1403213,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-6,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692408,2021,3,9,2009,11,1
pteropus giganteus,paramyxovirus pgpmv-9,143291,1403216,TRUE,TRUE,pteropus,pteropodidae,chiroptera,mammalia,Pteropus giganteus,NA,NA,paramyxoviridae,mononegavirales,monjiviricetes,PREDICT_PMV-9,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,KC692411,2021,3,9,2009,8,1
pan troglodytes,gorilla lymphocryptovirus 1,9598,137878,TRUE,TRUE,pan,hominidae,primates,mammalia,Pan troglodytes,NA,lymphocryptovirus,herpesviridae,herpesvirales,herviviricetes,strain of Gorilla lymphocryptovirus 1,FALSE,PCR/Sequencing,PREDICT,PREDICT,March92021FlatFile,NA,NA,NA,NA,2021,3,9,2009,8,1
