HostOriginal,Accession,HostFlagID,VirusOriginal,CollectionYear,CollectionMonth,CollectionDay,ReleaseYear,ReleaseMonth,ReleaseDay,Database,DatabaseVersion,DetectionMethod,Virus,VirusGenus,VirusFamily,VirusOrder,VirusNCBIResolved,VirusTaxID,VirusClass,HostTaxID,HostNCBIResolved,Host,HostGenus,HostFamily,HostOrder,HostClass
Chlorocebus tantalus,NA,FALSE,strain of Cercopithecine herpesvirus 12,2011,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Papiine gammaherpesvirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,106332,Herviviricetes,60712,TRUE,Chlorocebus tantalus,Chlorocebus,Cercopithecidae,Primates,Mammalia
Gorilla gorilla,NA,FALSE,strain of Gorilla lymphocryptovirus 1,2011,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Gorilla lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,137878,Herviviricetes,9593,TRUE,Gorilla gorilla,Gorilla,Hominidae,Primates,Mammalia
Cynopterus sphinx,KX285738,FALSE,PREDICT_CoV-24,2011,9,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-24,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,2042551,Pisoniviricetes,9400,TRUE,Cynopterus sphinx,Cynopterus,Pteropodidae,Chiroptera,Mammalia
Hipposideros lekaguli,NA,FALSE,PREDICT_CoV-24,2012,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-24,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,1207989,TRUE,Hipposideros lekaguli,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Cynopterus brachyotis,KX285051,FALSE,PREDICT_CoV-24,2011,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-24,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,2042551,Pisoniviricetes,58060,TRUE,Cynopterus brachyotis,Cynopterus,Pteropodidae,Chiroptera,Mammalia
Triaenops persicus,KX284930,FALSE,PREDICT_CoV-21,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-21,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042548,Pisoniviricetes,329870,TRUE,Triaenops persicus,Triaenops,Rhinonycteridae,Chiroptera,Mammalia
Triaenops persicus,KX286248,FALSE,PREDICT_CoV-21,2012,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-21,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042548,Pisoniviricetes,329870,TRUE,Triaenops persicus,Triaenops,Rhinonycteridae,Chiroptera,Mammalia
Macroglossus sp.,KX285759,FALSE,PREDICT_CoV-22,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-22,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,2042549,Pisoniviricetes,29075,TRUE,NA,Macroglossus,Pteropodidae,Chiroptera,Mammalia
Macroglossus sp.,KX285760,FALSE,PREDICT_CoV-22,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-22,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,2042549,Pisoniviricetes,29075,TRUE,NA,Macroglossus,Pteropodidae,Chiroptera,Mammalia
Hipposideros lekaguli,NA,FALSE,PREDICT_CoV-22,2012,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-22,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,1207989,TRUE,Hipposideros lekaguli,Hipposideros,Hipposideridae,Chiroptera,Mammalia
Eonycteris spelaea,KX284906,FALSE,PREDICT_CoV-22,2011,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Coronavirus PREDICT CoV-22,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,2042549,Pisoniviricetes,58065,TRUE,Eonycteris spelaea,Eonycteris,Pteropodidae,Chiroptera,Mammalia
Eonycteris spelaea,NA,FALSE,PREDICT_CoV-22,2016,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-22,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,58065,TRUE,Eonycteris spelaea,Eonycteris,Pteropodidae,Chiroptera,Mammalia
Eonycteris spelaea,NA,FALSE,PREDICT_CoV-22,2015,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_CoV-22,NA,Coronaviridae,Nidovirales,FALSE,NA,NA,58065,TRUE,Eonycteris spelaea,Eonycteris,Pteropodidae,Chiroptera,Mammalia
Eonycteris spelaea,KX284908,FALSE,strain of Bat coronavirus HKU9,2011,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,58065,TRUE,Eonycteris spelaea,Eonycteris,Pteropodidae,Chiroptera,Mammalia
Rousettus leschenaultii,KX284909,FALSE,strain of Bat coronavirus HKU9,2011,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,9408,TRUE,Rousettus leschenaultii,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus amplexicaudatus,KX284910,FALSE,strain of Bat coronavirus HKU9,2011,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,58083,TRUE,Rousettus amplexicaudatus,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus sp.,KX286294,FALSE,strain of Bat coronavirus HKU9,2012,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,9406,TRUE,NA,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus sp.,KX284902,FALSE,strain of Bat coronavirus HKU9,2011,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,9406,TRUE,NA,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus sp.,KX284903,FALSE,strain of Bat coronavirus HKU9,2011,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,9406,TRUE,NA,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus sp.,KX284904,FALSE,strain of Bat coronavirus HKU9,2011,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,9406,TRUE,NA,Rousettus,Pteropodidae,Chiroptera,Mammalia
Rousettus sp.,KX284905,FALSE,strain of Bat coronavirus HKU9,2011,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,9406,TRUE,NA,Rousettus,Pteropodidae,Chiroptera,Mammalia
Eonycteris spelaea,KX284911,FALSE,strain of Bat coronavirus HKU9,2011,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,58065,TRUE,Eonycteris spelaea,Eonycteris,Pteropodidae,Chiroptera,Mammalia
Eonycteris spelaea,KX284912,FALSE,strain of Bat coronavirus HKU9,2011,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rousettus bat coronavirus HKU9,Betacoronavirus,Coronaviridae,Nidovirales,TRUE,694006,Pisoniviricetes,58065,TRUE,Eonycteris spelaea,Eonycteris,Pteropodidae,Chiroptera,Mammalia
Miniopterus magnater,KX285451,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Rhinolophus coelophyllus,KX285452,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,867891,TRUE,Rhinolophus coelophyllus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus coelophyllus,KX285453,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,867891,TRUE,Rhinolophus coelophyllus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Miniopterus magnater,KX285454,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KX285455,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KX285456,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KX285457,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KX285458,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KX285459,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus magnater,KX285460,FALSE,strain of Bat Coronavirus 1,2013,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,438766,TRUE,Miniopterus magnater,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285132,FALSE,strain of Bat Coronavirus 1,2011,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285123,FALSE,strain of Bat Coronavirus 1,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285129,FALSE,strain of Bat Coronavirus 1,2011,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Myotis ricketti,KX285141,FALSE,strain of Bat Coronavirus 1,2013,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,203696,TRUE,Myotis ricketti,Myotis,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285170,FALSE,strain of Bat Coronavirus 1,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285171,FALSE,strain of Bat Coronavirus 1,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285172,FALSE,strain of Bat Coronavirus 1,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285173,FALSE,strain of Bat Coronavirus 1,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285174,FALSE,strain of Bat Coronavirus 1,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Miniopterus schreibersii,KX285175,FALSE,strain of Bat Coronavirus 1,2013,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Bat coronavirus 1,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,2042696,Pisoniviricetes,9433,TRUE,Miniopterus schreibersii,Miniopterus,Vespertilionidae,Chiroptera,Mammalia
Rhinolophus affinis,NA,TRUE,strain of Bat coronavirus HKU2,2018,7,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,693998,Pisoniviricetes,59477,TRUE,Rhinolophus affinis,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,NA,FALSE,strain of Bat coronavirus HKU2,2017,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,693998,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus thomasi,NA,TRUE,strain of Bat coronavirus HKU2,2018,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,693998,Pisoniviricetes,476589,TRUE,Rhinolophus thomasi,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,NA,FALSE,strain of Bat coronavirus HKU2,2016,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,693998,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus pusillus,NA,FALSE,strain of Bat coronavirus HKU2,2016,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,693998,Pisoniviricetes,159858,TRUE,Rhinolophus pusillus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Rhinolophus sinicus,NA,FALSE,strain of Bat coronavirus HKU2,2017,4,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Rhinolophus bat coronavirus HKU2,Alphacoronavirus,Coronaviridae,Nidovirales,TRUE,693998,Pisoniviricetes,89399,TRUE,Rhinolophus sinicus,Rhinolophus,Rhinolophidae,Chiroptera,Mammalia
Pteropus giganteus,KC692444,FALSE,PREDICT_HV-8,2009,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-8,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692444,FALSE,PREDICT_HV-8,2007,2,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-8,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692444,FALSE,PREDICT_HV-8,2009,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-8,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692444,FALSE,PREDICT_HV-8,2009,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-8,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692444,FALSE,PREDICT_HV-8,2009,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-8,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692444,FALSE,PREDICT_HV-8,2010,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-8,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692444,FALSE,PREDICT_HV-8,2006,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-8,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692444,FALSE,PREDICT_HV-8,2010,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-8,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692442,FALSE,PREDICT_HV-9,2010,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-9,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692441,FALSE,PREDICT_HV-10,2010,6,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-10,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692441,FALSE,PREDICT_HV-10,2006,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-10,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Papio hamadryas,NA,FALSE,PREDICT_HV-27,2011,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-27,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,9557,TRUE,Papio hamadryas,Papio,Cercopithecidae,Primates,Mammalia
Cercopithecus nictitans,NA,FALSE,PREDICT_HV-27,2012,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-27,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,36228,TRUE,Cercopithecus nictitans,Cercopithecus,Cercopithecidae,Primates,Mammalia
Lophocebus albigena,NA,FALSE,PREDICT_HV-24,2012,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-24,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,75567,TRUE,Lophocebus albigena,Lophocebus,Cercopithecidae,Primates,Mammalia
Pongo pygmaeus,NA,FALSE,PREDICT_HV-26,2013,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-26,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,9600,TRUE,Pongo pygmaeus,Pongo,Hominidae,Primates,Mammalia
Pongo pygmaeus,NA,FALSE,PREDICT_HV-23,2013,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,PREDICT_HV-23,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,9600,TRUE,Pongo pygmaeus,Pongo,Hominidae,Primates,Mammalia
Pteropus giganteus,KC692408,FALSE,PREDICT_PMV-6,2007,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PgPMV-6,NA,Paramyxoviridae,Mononegavirales,TRUE,1403213,Monjiviricetes,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692408,FALSE,PREDICT_PMV-6,2006,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PgPMV-6,NA,Paramyxoviridae,Mononegavirales,TRUE,1403213,Monjiviricetes,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692408,FALSE,PREDICT_PMV-6,2009,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PgPMV-6,NA,Paramyxoviridae,Mononegavirales,TRUE,1403213,Monjiviricetes,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692408,FALSE,PREDICT_PMV-6,2009,5,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PgPMV-6,NA,Paramyxoviridae,Mononegavirales,TRUE,1403213,Monjiviricetes,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692408,FALSE,PREDICT_PMV-6,2009,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PgPMV-6,NA,Paramyxoviridae,Mononegavirales,TRUE,1403213,Monjiviricetes,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pteropus giganteus,KC692411,FALSE,PREDICT_PMV-9,2009,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Paramyxovirus PgPMV-9,NA,Paramyxoviridae,Mononegavirales,TRUE,1403216,Monjiviricetes,143291,TRUE,Pteropus giganteus,Pteropus,Pteropodidae,Chiroptera,Mammalia
Pan troglodytes,NA,FALSE,strain of Gorilla lymphocryptovirus 1,2009,8,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Gorilla lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,137878,Herviviricetes,9598,TRUE,Pan troglodytes,Pan,Hominidae,Primates,Mammalia
Pan troglodytes,NA,FALSE,strain of Gorilla lymphocryptovirus 1,2010,10,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Gorilla lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,137878,Herviviricetes,9598,TRUE,Pan troglodytes,Pan,Hominidae,Primates,Mammalia
Pan troglodytes,NA,FALSE,strain of Gorilla lymphocryptovirus 1,2009,9,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Gorilla lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,137878,Herviviricetes,9598,TRUE,Pan troglodytes,Pan,Hominidae,Primates,Mammalia
Pan troglodytes,NA,FALSE,strain of Gorilla lymphocryptovirus 1,2011,1,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Gorilla lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,137878,Herviviricetes,9598,TRUE,Pan troglodytes,Pan,Hominidae,Primates,Mammalia
Gorilla beringei beringei,NA,FALSE,strain of Gorilla lymphocryptovirus 1,2010,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Gorilla lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,137878,Herviviricetes,499232,TRUE,Gorilla beringei,Gorilla,Hominidae,Primates,Mammalia
Gorilla beringei graueri,NA,FALSE,strain of Gorilla lymphocryptovirus 1,2010,3,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Gorilla lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,137878,Herviviricetes,499232,TRUE,Gorilla beringei,Gorilla,Hominidae,Primates,Mammalia
Gorilla beringei beringei,NA,FALSE,strain of Gorilla lymphocryptovirus 1,2009,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Gorilla lymphocryptovirus 1,Lymphocryptovirus,Herpesviridae,Herpesvirales,TRUE,137878,Herviviricetes,499232,TRUE,Gorilla beringei,Gorilla,Hominidae,Primates,Mammalia
Cercocebus chrysogaster,NA,FALSE,strain of Macacine herpesvirus 4/Africa,2012,11,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Macacine herpesvirus 4/Africa,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,75569,TRUE,Cercocebus chrysogaster,Cercocebus,Cercopithecidae,Primates,Mammalia
Cercopithecus neglectus,NA,FALSE,strain of Macacine herpesvirus 4/Africa,2010,12,1,2021,3,9,PREDICT,March92021FlatFile,PCR/Sequencing,Macacine herpesvirus 4/Africa,NA,Herpesviridae,Herpesvirales,FALSE,NA,NA,36227,TRUE,Cercopithecus neglectus,Cercopithecus,Cercopithecidae,Primates,Mammalia
